Date,Status,Flight_Number,Airline,Airline_Code,Direction,Origin,Destination,Sched_Departure_Date,Sched_Departure_Time,Actual_Departure_Date,Actual_Departure_Time,Departure_Delay_mins,Actual_Arrival_Date,Actual_Arrival_Time,Arrival_Delay_mins,Duration,Hour_Slot
"Fri, 15. Aug Unknown",,9I625,Alliance Air,9I/LLR,Departure,,Bhuj (BHJ / VABJ),15 Aug,06:35 IST,,,,,,,,06:00:00
"Fri, 15. Aug",Landed,6E294 IGO75Q,IndiGo,6E/IGO,Departure,,Indore (IDR / VAID),15 Aug,06:40 IST,15 Aug,07:06 IST,26.0,15 Aug,08:03 IST,3.0,,06:00:00
"Fri, 15. Aug",Landed,AI2428 AIC2428,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),15 Aug,06:40 IST,15 Aug,06:55 IST,15.0,15 Aug,08:49 IST,4.0,,06:00:00
"Fri, 15. Aug",Landed,TK721 THY47G,Turkish Airlines,TK/THY,Departure,,Istanbul (IST / LTFM),15 Aug,06:40 IST,15 Aug,07:40 IST,1.0,15 Aug,11:07 UTC+03,12.0,,06:00:00
"Fri, 15. Aug",Landed,AI2771 AIC2771,Air India,AI/AIC,Departure,,Kolkata (CCU / VECC),15 Aug,06:45 IST,15 Aug,07:09 IST,24.0,15 Aug,09:30 IST,,,06:00:00
"Fri, 15. Aug",Landed,AI601 TAXI,Air India,AI/AIC,Departure,,Bhuj (BHJ / VABJ),15 Aug,06:50 IST,15 Aug,07:24 IST,34.0,15 Aug,08:22 IST,17.0,,06:00:00
"Fri, 15. Aug",Landed,AI2821 AIC2821,Air India,AI/AIC,Departure,,Chennai (MAA / VOMM),15 Aug,06:50 IST,15 Aug,08:13 IST,1.0,15 Aug,09:47 IST,52.0,,06:00:00
"Fri, 15. Aug",Cancelled,SG115,SpiceJet,SG/SEJ,Departure,,Darbhanga (DBR / VE89),15 Aug,06:50 IST,,,,,,,,06:00:00
"Fri, 15. Aug Unknown",,SG210,SpiceJet,SG/SEJ,Departure,,Patna (PAT / VEPT),15 Aug,06:55 IST,,,,,,,,06:00:00
"Fri, 15. Aug",Landed,6E301 IGO6DY,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),15 Aug,07:00 IST,15 Aug,07:29 IST,29.0,15 Aug,09:07 IST,-2.0,,06:00:00
"Fri, 15. Aug",Landed,AI2873 AIC2873,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),15 Aug,07:00 IST,15 Aug,09:07 IST,2.0,15 Aug,10:14 IST,1.0,,06:00:00
"Fri, 15. Aug",Landed,IX1026 AXB1026,Air India Express,IX/AXB,Departure,,Visakhapatnam (VTZ / VEVZ),15 Aug,07:00 IST,15 Aug,07:13 IST,13.0,15 Aug,09:03 IST,-1.0,,07:00:00
"Fri, 15. Aug",Landed,6E6133 IGO6133,IndiGo,6E/IGO,Departure,,Rajkot (HSR / VAHS),15 Aug,07:05 IST,15 Aug,07:21 IST,16.0,15 Aug,08:04 IST,-10.0,,07:00:00
"Fri, 15. Aug",Landed,QP1410 AKJ141J,AirKenya,QP/XAK,Departure,,Delhi (DEL / VIDP),15 Aug,07:05 IST,15 Aug,07:25 IST,20.0,15 Aug,09:05 IST,-14.0,,07:00:00
"Fri, 15. Aug",Landed,KU304 KAC304,Kuwait Airways,KU/KAC,Departure,,Kuwait City (KWI / OKBK),15 Aug,07:15 IST,15 Aug,07:38 IST,23.0,15 Aug,08:19 UTC+03,-45.0,,07:00:00
"Fri, 15. Aug",Landed,6E5246 IGO960K,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),15 Aug,07:20 IST,15 Aug,07:35 IST,15.0,15 Aug,08:48 IST,-1.0,,07:00:00
"Fri, 15. Aug",Landed,AI2591 AIC2591,Air India,AI/AIC,Departure,,Indore (IDR / VAID),15 Aug,07:20 IST,15 Aug,07:51 IST,31.0,15 Aug,08:50 IST,-9.0,,07:00:00
"Fri, 15. Aug",Landed,6E5284 IGO886L,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),15 Aug,07:25 IST,15 Aug,07:33 IST,8.0,15 Aug,08:22 IST,-13.0,,07:00:00
"Fri, 15. Aug",Landed,6E5172 IGO26TR,IndiGo,6E/IGO,Departure,,Bhopal (BHO / VABP),15 Aug,07:25 IST,15 Aug,07:36 IST,11.0,15 Aug,08:47 IST,-12.0,,07:00:00
"Fri, 15. Aug",Landed,AI623 AIC623,Air India,AI/AIC,Departure,,Cochin (COK / VOCI),15 Aug,07:25 IST,16 Aug,00:10 IST,16.0,15 Aug,09:29 IST,,,07:00:00
"Fri, 15. Aug",Landed,AI2183 AIC2183,Air India,AI/AIC,Departure,,Dhaka (DAC / VGHS),15 Aug,07:25 IST,15 Aug,08:21 IST,56.0,15 Aug,11:27 UTC+06,42.0,,07:00:00
"Fri, 15. Aug",Landed,6E5296 IGO502M,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),15 Aug,07:30 IST,15 Aug,07:55 IST,25.0,15 Aug,09:20 IST,-9.0,,07:00:00
"Fri, 15. Aug",Landed,IX1069 AXB1069,Air India Express,IX/AXB,Departure,,Jaipur (JAI / VIJP),15 Aug,07:35 IST,15 Aug,07:45 IST,10.0,15 Aug,09:06 IST,-28.0,,07:00:00
"Fri, 15. Aug",Landed,6E5108 IGO5108,IndiGo,6E/IGO,Departure,,Coimbatore (CJB / VOCB),15 Aug,07:35 IST,15 Aug,08:08 IST,33.0,15 Aug,09:40 IST,10.0,,07:00:00
"Fri, 15. Aug",Landed,AI2851 AIC2851,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),15 Aug,07:40 IST,15 Aug,07:40 IST,,15 Aug,09:32 IST,-12.0,,07:00:00
"Fri, 15. Aug",Landed,6E2517 IGO2517,IndiGo,6E/IGO,Departure,,(HDO / VIDX),15 Aug,07:40 IST,15 Aug,08:00 IST,20.0,15 Aug,09:47 IST,7.0,,07:00:00
"Fri, 15. Aug",Landed,AI2185 AIC2185,Air India,AI/AIC,Departure,,Ahmedabad (AMD / VAAH),15 Aug,07:40 IST,15 Aug,09:15 IST,1.0,15 Aug,10:08 IST,1.0,,07:00:00
"Fri, 15. Aug",Landed,6E6543 IGO6543,IndiGo,6E/IGO,Departure,,Varanasi (VNS / VIBN),15 Aug,07:40 IST,15 Aug,08:00 IST,20.0,15 Aug,09:50 IST,-4.0,,07:00:00
"Fri, 15. Aug",Landed,AI2354 AIC2354,Air India,AI/AIC,Departure,,Bangkok (BKK / VTBS),15 Aug,07:45 IST,15 Aug,08:16 IST,31.0,15 Aug,14:03 UTC+07,28.0,,07:00:00
"Fri, 15. Aug",Landed,AI2970 AIC2970,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),15 Aug,07:45 IST,15 Aug,19:21 IST,11.0,15 Aug,20:56 IST,11.0,,07:00:00
"Fri, 15. Aug",Landed,QP1524 AKJ152V,AirKenya,QP/XAK,Departure,,Lucknow (LKO / VILK),15 Aug,07:45 IST,15 Aug,08:12 IST,27.0,15 Aug,09:54 IST,,,07:00:00
"Fri, 15. Aug",Landed,6E802 IGO767E,IndiGo,6E/IGO,Departure,,Leh (IXL / VILH),15 Aug,07:50 IST,15 Aug,08:05 IST,15.0,15 Aug,10:29 IST,-5.0,,07:00:00
"Fri, 15. Aug",Landed,6E5305 IGO5305,IndiGo,6E/IGO,Departure,,Siliguri (IXB / VEBD),15 Aug,07:55 IST,15 Aug,08:39 IST,44.0,15 Aug,11:07 IST,12.0,,07:00:00
"Fri, 15. Aug",Landed,6E5329 IGO5329,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),15 Aug,08:00 IST,15 Aug,08:24 IST,24.0,15 Aug,10:47 IST,2.0,,07:00:00
"Fri, 15. Aug",Landed,6E333 IGO3RV,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),15 Aug,08:05 IST,15 Aug,08:27 IST,22.0,15 Aug,10:10 IST,-4.0,,07:00:00
"Fri, 15. Aug",Landed,6E1451 IGO51C,IndiGo,6E/IGO,Departure,,Dubai (DXB / OMDB),15 Aug,08:10 IST,15 Aug,08:49 IST,39.0,15 Aug,09:44 UTC+04,4.0,,07:00:00
"Fri, 15. Aug",Landed,QP1543 AKJ154C,AirKenya,QP/XAK,Departure,,Bangalore (BLR / VOBL),15 Aug,08:10 IST,15 Aug,08:33 IST,23.0,15 Aug,09:48 IST,-21.0,,07:00:00
"Fri, 15. Aug",Landed,6E5204 IGO574N,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),15 Aug,08:15 IST,15 Aug,08:44 IST,29.0,15 Aug,10:17 IST,7.0,,07:00:00
"Fri, 15. Aug",Landed,6E6258 IGO594H,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),15 Aug,08:15 IST,15 Aug,08:29 IST,14.0,15 Aug,09:41 IST,11.0,,07:00:00
"Fri, 15. Aug",Landed,QP1446 AKJ144F,AirKenya,QP/XAK,Departure,,Siliguri (IXB / VEBD),15 Aug,08:25 IST,15 Aug,08:54 IST,29.0,15 Aug,11:32 IST,2.0,,08:00:00
"Fri, 15. Aug",Landed,6E532 IGO433M,IndiGo,6E/IGO,Departure,,Tirupati (TIR / VOTP),15 Aug,08:30 IST,15 Aug,08:41 IST,11.0,15 Aug,10:19 IST,,,08:00:00
"Fri, 15. Aug",Cancelled,SG196,SpiceJet,SG/SEJ,Departure,,Gorakhpur (GOP / VEGK),15 Aug,08:35 IST,,,,,,,,08:00:00
"Fri, 15. Aug",Landed,6E5281 IGO5281,IndiGo,6E/IGO,Departure,,Jaipur (JAI / VIJP),15 Aug,08:35 IST,15 Aug,08:57 IST,22.0,15 Aug,10:19 IST,-5.0,,08:00:00
"Fri, 15. Aug",Landed,6E228 IGO228,IndiGo,6E/IGO,Departure,,Guwahati (GAU / VEGT),15 Aug,08:35 IST,15 Aug,08:52 IST,17.0,15 Aug,11:39 IST,-5.0,,08:00:00
"Fri, 15. Aug",Landed,QP1781 AKJ178U,AirKenya,QP/XAK,Departure,,Ahmedabad (AMD / VAAH),15 Aug,08:40 IST,15 Aug,08:50 IST,10.0,15 Aug,09:52 IST,-7.0,,08:00:00
"Fri, 15. Aug",Landed,6E1011 IGO1011,IndiGo,6E/IGO,Departure,,Singapore (SIN / WSSS),15 Aug,08:40 IST,15 Aug,09:16 IST,36.0,15 Aug,17:13 UTC+08,-6.0,,08:00:00
"Fri, 15. Aug",Landed,6E5193 IGO351P,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),15 Aug,08:45 IST,15 Aug,09:06 IST,21.0,15 Aug,10:22 IST,-22.0,,08:00:00
"Fri, 15. Aug",Landed,AI2432 AIC2432,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),15 Aug,08:45 IST,15 Aug,09:00 IST,15.0,15 Aug,10:43 IST,-11.0,,08:00:00
"Fri, 15. Aug",Landed,6E2301 IGO865K,IndiGo,6E/IGO,Departure,,Bhubaneswar (BBI / VEBS),15 Aug,08:55 IST,15 Aug,09:13 IST,18.0,15 Aug,11:12 IST,-7.0,,08:00:00
"Fri, 15. Aug",Landed,6E2347 IGO2347,IndiGo,6E/IGO,Departure,,Ahmedabad (AMD / VAAH),15 Aug,08:55 IST,15 Aug,09:09 IST,14.0,15 Aug,10:01 IST,-13.0,,08:00:00
"Fri, 15. Aug",Landed,AI2739 AIC2739,Air India,AI/AIC,Departure,,Chennai (MAA / VOMM),15 Aug,09:00 IST,15 Aug,09:20 IST,20.0,15 Aug,10:56 IST,-3.0,,08:00:00
"Fri, 15. Aug",Landed,6E6674 IGO6674,IndiGo,6E/IGO,Departure,,Mangalore (IXE / VOML),15 Aug,09:05 IST,15 Aug,09:10 IST,5.0,15 Aug,10:33 IST,3.0,,08:00:00
"Fri, 15. Aug",Landed,QP1518 AKJ151H,AirKenya,QP/XAK,Departure,,Cochin (COK / VOCI),15 Aug,09:10 IST,15 Aug,09:18 IST,8.0,15 Aug,11:03 IST,-11.0,,08:00:00
"Fri, 15. Aug",Landed,AI645 AIC645,Air India,AI/AIC,Departure,,Jodhpur (JDH / VIJO),15 Aug,09:15 IST,15 Aug,09:22 IST,7.0,15 Aug,10:39 IST,-25.0,,08:00:00
"Fri, 15. Aug",Landed,6E6057 IGO6057,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),15 Aug,09:15 IST,15 Aug,09:27 IST,12.0,15 Aug,10:21 IST,-8.0,,08:00:00
"Fri, 15. Aug",Landed,AI2863 AIC2863,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),15 Aug,09:20 IST,15 Aug,09:40 IST,20.0,15 Aug,10:59 IST,,,08:00:00
"Fri, 15. Aug",Landed,AI2960 AIC2960,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),15 Aug,09:25 IST,15 Aug,09:45 IST,20.0,15 Aug,11:26 IST,-13.0,,08:00:00
"Fri, 15. Aug",Landed,6E5236 IGO5236,IndiGo,6E/IGO,Departure,,Srinagar (SXR / VISR),15 Aug,09:30 IST,15 Aug,09:48 IST,18.0,15 Aug,12:05 IST,-9.0,,08:00:00
"Fri, 15. Aug",Landed,BA134 BAW134,British Airways,BA/BAW,Departure,,London (LHR / EGLL),15 Aug,09:30 IST,15 Aug,09:53 IST,23.0,15 Aug,14:31 BST,-23.0,,08:00:00
"Fri, 15. Aug",Landed,S5161 SDG161,Small Planet Airlines,S5/LLC,Departure,,Kolhapur (KLH / VAKP),15 Aug,09:30 IST,15 Aug,09:41 IST,11.0,15 Aug,10:21 IST,-13.0,,08:00:00
"Fri, 15. Aug",Landed,AI2663 AIC2663,Air India,AI/AIC,Departure,,Srinagar (SXR / VISR),15 Aug,09:40 IST,15 Aug,09:50 IST,10.0,15 Aug,12:09 IST,-30.0,,08:00:00
"Fri, 15. Aug",Landed,6E1115 IGO1115,IndiGo,6E/IGO,Departure,,Dhaka (DAC / VGHS),15 Aug,09:40 IST,15 Aug,10:18 IST,38.0,15 Aug,13:27 UTC+06,17.0,,08:00:00
"Fri, 15. Aug",Landed,6E2264 IGO88DN,IndiGo,6E/IGO,Departure,,Chandigarh (IXC / VICG),15 Aug,09:40 IST,15 Aug,09:58 IST,18.0,15 Aug,12:04 IST,9.0,,08:00:00
"Fri, 15. Aug",Landed,6E2010 IGO2010,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),15 Aug,09:45 IST,15 Aug,10:07 IST,22.0,15 Aug,10:57 IST,-12.0,,09:00:00
"Fri, 15. Aug",Landed,6E5092 IGO5092,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),15 Aug,09:50 IST,15 Aug,09:55 IST,5.0,15 Aug,11:11 IST,-48.0,,09:00:00
"Fri, 15. Aug",Landed,AI2579 AIC2579,Air India,AI/AIC,Departure,,Udaipur (UDR / VAUD),15 Aug,09:50 IST,15 Aug,10:14 IST,24.0,15 Aug,11:18 IST,3.0,,09:00:00
"Fri, 15. Aug",Landed,6E5313 IGO453N,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),15 Aug,09:55 IST,15 Aug,10:11 IST,16.0,15 Aug,11:44 IST,-16.0,,09:00:00
"Fri, 15. Aug",Landed,6E6052 IGO2KV,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),15 Aug,10:00 IST,15 Aug,10:26 IST,26.0,15 Aug,12:12 IST,-7.0,,09:00:00
"Fri, 15. Aug",Landed,6E5318 IGO450K,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),15 Aug,10:00 IST,15 Aug,10:18 IST,18.0,15 Aug,11:35 IST,-4.0,,09:00:00
"Fri, 15. Aug",Landed,6E5165 IGO592C,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),15 Aug,10:05 IST,15 Aug,10:10 IST,5.0,15 Aug,12:33 IST,-21.0,,09:00:00
"Fri, 15. Aug",Landed,AI2107 AIC2107,Air India,AI/AIC,Departure,,Singapore (SIN / WSSS),15 Aug,10:05 IST,15 Aug,10:06 IST,,15 Aug,18:06 UTC+08,-23.0,,09:00:00
"Fri, 15. Aug",Landed,AI2877 AIC2877,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),15 Aug,10:05 IST,15 Aug,10:21 IST,16.0,15 Aug,11:41 IST,6.0,,09:00:00
"Fri, 15. Aug",Landed,6E791 IGO791,IndiGo,6E/IGO,Departure,,Jabalpur (JLR / VAJB),15 Aug,10:10 IST,15 Aug,10:12 IST,2.0,15 Aug,11:46 IST,-18.0,,09:00:00
"Fri, 15. Aug",Landed,EK505 UAE33N,Emirates,EK/UAE,Departure,,Dubai (DXB / OMDB),15 Aug,10:15 IST,15 Aug,11:51 IST,1.0,15 Aug,13:03 UTC+04,1.0,,09:00:00
"Fri, 15. Aug",Landed,AI695 AIC695,Air India,AI/AIC,Departure,,Varanasi (VNS / VIBN),15 Aug,10:20 IST,15 Aug,10:47 IST,27.0,15 Aug,12:38 IST,3.0,,09:00:00
"Fri, 15. Aug",Landed,6E5181 IGO388U,IndiGo,6E/IGO,Departure,,Indore (IDR / VAID),15 Aug,10:20 IST,15 Aug,10:31 IST,11.0,15 Aug,11:27 IST,-17.0,,09:00:00
"Fri, 15. Aug",Landed,AI633 AIC633,Air India,AI/AIC,Departure,,Bhopal (BHO / VABP),15 Aug,10:25 IST,15 Aug,10:28 IST,3.0,15 Aug,11:46 IST,-18.0,,09:00:00
"Fri, 15. Aug",Landed,6E521 IGO655J,IndiGo,6E/IGO,Departure,,Amritsar (ATQ / VIAR),15 Aug,10:25 IST,15 Aug,10:40 IST,15.0,15 Aug,12:37 IST,-2.0,,09:00:00
"Fri, 15. Aug",Landed,AI2994 AIC2994,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),15 Aug,10:30 IST,15 Aug,10:50 IST,20.0,15 Aug,12:32 IST,-12.0,,09:00:00
"Fri, 15. Aug",Landed,6E535 IGO535,IndiGo,6E/IGO,Departure,,Darbhanga (DBR / VE89),15 Aug,10:35 IST,15 Aug,10:45 IST,10.0,15 Aug,13:02 IST,-2.0,,10:00:00
"Fri, 15. Aug",Landed,6E6118 IGO31TV,IndiGo,6E/IGO,Departure,,Tiruchirapalli (TRZ / VOTR),15 Aug,10:35 IST,15 Aug,10:57 IST,22.0,15 Aug,12:34 IST,-5.0,,10:00:00
"Fri, 15. Aug",Landed,6E624 IGO624,IndiGo,6E/IGO,Departure,,Thiruvananthapuram (TRV / VOTV),15 Aug,10:35 IST,15 Aug,11:05 IST,30.0,15 Aug,12:55 IST,5.0,,10:00:00
"Fri, 15. Aug",Landed,6E6087 IGO717J,IndiGo,6E/IGO,Departure,,Kannur (CNN / VOKN),15 Aug,10:40 IST,15 Aug,10:54 IST,14.0,15 Aug,12:23 IST,3.0,,10:00:00
"Fri, 15. Aug",Landed,QP1529 AKJ152W,AirKenya,QP/XAK,Departure,,Darbhanga (DBR / VE89),15 Aug,10:45 IST,15 Aug,11:08 IST,23.0,15 Aug,13:25 IST,-4.0,,10:00:00
"Fri, 15. Aug",Landed,6E5321 IGO5321,IndiGo,6E/IGO,Departure,,Rajkot (HSR / VAHS),15 Aug,10:45 IST,15 Aug,11:00 IST,15.0,15 Aug,11:43 IST,-11.0,,10:00:00
"Fri, 15. Aug",Landed,AI673 AIC673,Air India,AI/AIC,Departure,,Patna (PAT / VEPT),15 Aug,10:50 IST,15 Aug,11:09 IST,19.0,15 Aug,13:21 IST,1.0,,10:00:00
"Fri, 15. Aug",Landed,VS355 VIR355,Virgin Atlantic,VS/VIR,Departure,,London (LHR / EGLL),15 Aug,10:55 IST,15 Aug,11:30 IST,35.0,15 Aug,16:00 BST,-14.0,,10:00:00
"Fri, 15. Aug",Landed,6E673 IGO59TY,IndiGo,6E/IGO,Departure,,Cochin (COK / VOCI),15 Aug,10:55 IST,15 Aug,11:44 IST,49.0,15 Aug,13:20 IST,30.0,,10:00:00
"Fri, 15. Aug",Landed,AI611 AIC611,Air India,AI/AIC,Departure,,Jaipur (JAI / VIJP),15 Aug,11:00 IST,15 Aug,11:46 IST,46.0,15 Aug,13:12 IST,17.0,,10:00:00
"Fri, 15. Aug",Landed,AI647 AIC647,Air India,AI/AIC,Departure,,Jamnagar (JGA / VAJM),15 Aug,11:00 IST,15 Aug,11:59 IST,59.0,15 Aug,12:56 IST,31.0,,10:00:00
"Fri, 15. Aug",Landed,QP1385 AKJ138E,AirKenya,QP/XAK,Departure,,Siliguri (IXB / VEBD),15 Aug,11:00 IST,15 Aug,11:22 IST,22.0,15 Aug,13:52 IST,-12.0,,10:00:00
"Fri, 15. Aug",Landed,AI2444 AIC2444,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),15 Aug,11:00 IST,15 Aug,11:14 IST,14.0,15 Aug,12:16 IST,-13.0,,10:00:00
"Fri, 15. Aug",Landed,QP1457 AKJ145G,AirKenya,QP/XAK,Departure,,Bangalore (BLR / VOBL),15 Aug,11:05 IST,15 Aug,11:11 IST,6.0,15 Aug,12:27 IST,-22.0,,10:00:00
"Fri, 15. Aug",Landed,6E1157 IGO1157,IndiGo,6E/IGO,Departure,,Kathmandu (KTM / VNKT),15 Aug,11:05 IST,15 Aug,11:18 IST,13.0,15 Aug,13:58 UTC+0545,-6.0,,10:00:00
"Fri, 15. Aug",Landed,ET641 ETH641,Ethiopian Airlines,ET/ETH,Departure,,Addis Ababa (ADD / HAAB),15 Aug,11:05 IST,15 Aug,16:19 IST,5.0,15 Aug,18:13 EAT,4.0,,10:00:00
"Fri, 15. Aug",Landed,SV771 SVA771,Saudi Arabian Airlines,SV/SVA,Departure,,Jeddah (JED / OEJN),15 Aug,11:05 IST,15 Aug,11:25 IST,20.0,15 Aug,12:59 UTC+03,-25.0,,10:00:00
"Fri, 15. Aug",Landed,EY201 ETD201,Etihad Airways,EY/ETD,Departure,,Abu Dhabi (AUH / OMAA),15 Aug,11:10 IST,15 Aug,11:13 IST,3.0,15 Aug,12:48 UTC+04,-11.0,,11:00:00
"Fri, 15. Aug",Landed,6E5307 IGO199M,IndiGo,6E/IGO,Departure,,Goa (GOI / VOGO),15 Aug,11:10 IST,15 Aug,11:24 IST,14.0,15 Aug,12:22 IST,-12.0,,11:00:00
"Fri, 15. Aug",Landed,6E5316 IGO171K,IndiGo,6E/IGO,Departure,,Bareilly (BEK / VIBY),15 Aug,11:10 IST,15 Aug,11:21 IST,11.0,15 Aug,13:22 IST,-17.0,,11:00:00
"Fri, 15. Aug",Landed,6E6827 IGO6827,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),15 Aug,11:15 IST,15 Aug,11:50 IST,35.0,15 Aug,13:31 IST,1.0,,11:00:00
"Fri, 15. Aug",Landed,IX1023 AXB1023,Air India Express,IX/AXB,Departure,,Varanasi (VNS / VIBN),15 Aug,11:15 IST,15 Aug,11:41 IST,26.0,15 Aug,13:31 IST,-3.0,,11:00:00
"Fri, 15. Aug",Landed,AI2593 AIC2593,Air India,AI/AIC,Departure,,Udaipur (UDR / VAUD),15 Aug,11:15 IST,15 Aug,11:29 IST,14.0,15 Aug,12:35 IST,-9.0,,11:00:00
"Fri, 15. Aug",Landed,AI2841 AIC2841,Air India,AI/AIC,Departure,,Goa (GOI / VOGO),15 Aug,11:20 IST,15 Aug,11:49 IST,29.0,15 Aug,12:42 IST,2.0,,11:00:00
"Fri, 15. Aug",Landed,AI2632 AIC2632,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),15 Aug,11:20 IST,15 Aug,11:33 IST,13.0,15 Aug,12:50 IST,-14.0,,11:00:00
"Fri, 15. Aug",Landed,SG2905 SEJ2905,SpiceJet,SG/SEJ,Departure,,Kandla (IXY / VAKE),15 Aug,11:30 IST,15 Aug,11:58 IST,28.0,15 Aug,13:17 IST,17.0,,11:00:00
"Fri, 15. Aug",Landed,6E5217 IGO372H,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),15 Aug,11:30 IST,15 Aug,11:39 IST,9.0,15 Aug,12:57 IST,-22.0,,11:00:00
"Fri, 15. Aug",Landed,WY202 OMA202,Oman Air,WY/OMA,Departure,,Muscat (MCT / OOMS),15 Aug,11:35 IST,15 Aug,12:14 IST,39.0,15 Aug,12:45 UTC+04,,,11:00:00
"Fri, 15. Aug",Landed,AI2471 AIC2471,Air India,AI/AIC,Departure,,Kolkata (CCU / VECC),15 Aug,11:40 IST,15 Aug,12:05 IST,25.0,15 Aug,14:29 IST,,,11:00:00
"Fri, 15. Aug",Landed,AI2419 AIC2419,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),15 Aug,11:40 IST,15 Aug,11:56 IST,16.0,15 Aug,13:50 IST,-4.0,,11:00:00
"Fri, 15. Aug",Landed,SQ421 SIA421,Singapore Airlines,SQ/SIA,Departure,,Singapore (SIN / WSSS),15 Aug,11:45 IST,15 Aug,12:33 IST,48.0,15 Aug,19:54 UTC+08,4.0,,11:00:00
"Fri, 15. Aug",Landed,6E5206 IGO5206,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),15 Aug,11:50 IST,15 Aug,12:21 IST,31.0,15 Aug,13:57 IST,-7.0,,11:00:00
"Fri, 15. Aug",Landed,6E5097 IGO532H,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),15 Aug,11:55 IST,15 Aug,12:01 IST,6.0,15 Aug,13:15 IST,-19.0,,11:00:00
"Fri, 15. Aug",Landed,AI2503 AIC2503,Air India,AI/AIC,Departure,,Coimbatore (CJB / VOCB),15 Aug,12:00 IST,15 Aug,12:08 IST,8.0,15 Aug,13:41 IST,-3.0,,11:00:00
"Fri, 15. Aug",Landed,6E5276 IGO634Q,IndiGo,6E/IGO,Departure,,Gwalior (GWL / VIGR),15 Aug,12:00 IST,15 Aug,12:10 IST,10.0,15 Aug,13:51 IST,-8.0,,11:00:00
"Fri, 15. Aug",Landed,6E5274 IGO5274,IndiGo,6E/IGO,Departure,,Jodhpur (JDH / VIJO),15 Aug,12:05 IST,15 Aug,12:44 IST,39.0,15 Aug,14:01 IST,11.0,,11:00:00
"Fri, 15. Aug",Landed,IX1238 AXB1238,Air India Express,IX/AXB,Departure,,Bhubaneswar (BBI / VEBS),15 Aug,12:05 IST,15 Aug,12:33 IST,28.0,15 Aug,14:32 IST,2.0,,11:00:00
"Fri, 15. Aug",Landed,6E6937 IGO140V,IndiGo,6E/IGO,Departure,,Allahabad (IXD / VEAB),15 Aug,12:05 IST,15 Aug,12:17 IST,12.0,15 Aug,13:58 IST,-16.0,,11:00:00
"Fri, 15. Aug",Landed,AI2405 AIC2405,Air India,AI/AIC,Departure,,Dehradun (DED / VIDN),15 Aug,12:10 IST,15 Aug,12:21 IST,11.0,15 Aug,14:21 IST,1.0,,11:00:00
"Fri, 15. Aug",Landed,IX1070 AXB1070,Air India Express,IX/AXB,Departure,,Goa (GOI / VOGO),15 Aug,12:10 IST,15 Aug,12:28 IST,18.0,15 Aug,13:25 IST,,,12:00:00
"Fri, 15. Aug Unknown",,9I623,Alliance Air,9I/LLR,Departure,,Diu (DIU / VA1P),15 Aug,12:15 IST,,,,,,,,12:00:00
"Fri, 15. Aug",Landed,SG9115 SEJ9115,SpiceJet,SG/SEJ,Departure,,Darbhanga (DBR / VE89),15 Aug,12:18 IST,15 Aug,12:08 IST,-10.0,15 Aug,14:34 IST,4.0,,12:00:00
"Fri, 15. Aug",Landed,AI276 AIC276,Air India,AI/AIC,Departure,,Colombo (CMB / VCBI),15 Aug,12:25 IST,15 Aug,12:30 IST,5.0,15 Aug,14:39 UTC+0530,-20.0,,12:00:00
"Fri, 15. Aug",Landed,6E6028 IGO8RM,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),15 Aug,12:30 IST,15 Aug,13:26 IST,56.0,15 Aug,15:07 IST,27.0,,12:00:00
